series_name,base_number,base_name,type,start_timestamp,series_value
T1,B00013,LOVE CORP CAR INC,trips,14-06-2015,134
T1,B00013,LOVE CORP CAR INC,trips,15-06-2015,386
T1,B00013,LOVE CORP CAR INC,trips,16-06-2015,461
T1,B00013,LOVE CORP CAR INC,trips,17-06-2015,448
T1,B00013,LOVE CORP CAR INC,trips,18-06-2015,509
T1,B00013,LOVE CORP CAR INC,trips,19-06-2015,311
T1,B00013,LOVE CORP CAR INC,trips,20-06-2015,97
T1,B00013,LOVE CORP CAR INC,trips,21-06-2015,165
T1,B00013,LOVE CORP CAR INC,trips,22-06-2015,352
T1,B00013,LOVE CORP CAR INC,trips,23-06-2015,460
T1,B00013,LOVE CORP CAR INC,trips,24-06-2015,419
T1,B00013,LOVE CORP CAR INC,trips,25-06-2015,421
T1,B00013,LOVE CORP CAR INC,trips,26-06-2015,248
T1,B00013,LOVE CORP CAR INC,trips,27-06-2015,79
T1,B00013,LOVE CORP CAR INC,trips,28-06-2015,128
T1,B00013,LOVE CORP CAR INC,trips,29-06-2015,253
T1,B00013,LOVE CORP CAR INC,trips,30-06-2015,229
T1,B00013,LOVE CORP CAR INC,trips,01-07-2015,394
T1,B00013,LOVE CORP CAR INC,trips,02-07-2015,245
T1,B00013,LOVE CORP CAR INC,trips,03-07-2015,64
T1,B00013,LOVE CORP CAR INC,trips,04-07-2015,36
T1,B00013,LOVE CORP CAR INC,trips,05-07-2015,74
T1,B00013,LOVE CORP CAR INC,trips,06-07-2015,313
T1,B00013,LOVE CORP CAR INC,trips,07-07-2015,441
T1,B00013,LOVE CORP CAR INC,trips,08-07-2015,498
T1,B00013,LOVE CORP CAR INC,trips,09-07-2015,477
T1,B00013,LOVE CORP CAR INC,trips,10-07-2015,293
T1,B00013,LOVE CORP CAR INC,trips,11-07-2015,77
T1,B00013,LOVE CORP CAR INC,trips,12-07-2015,131
T1,B00013,LOVE CORP CAR INC,trips,13-07-2015,372
T1,B00013,LOVE CORP CAR INC,trips,14-07-2015,494
T1,B00013,LOVE CORP CAR INC,trips,15-07-2015,504
T1,B00013,LOVE CORP CAR INC,trips,16-07-2015,495
T1,B00013,LOVE CORP CAR INC,trips,17-07-2015,263
T1,B00013,LOVE CORP CAR INC,trips,18-07-2015,82
T1,B00013,LOVE CORP CAR INC,trips,19-07-2015,125
T1,B00013,LOVE CORP CAR INC,trips,20-07-2015,391
T1,B00013,LOVE CORP CAR INC,trips,21-07-2015,437
T1,B00013,LOVE CORP CAR INC,trips,22-07-2015,496
T1,B00013,LOVE CORP CAR INC,trips,23-07-2015,453
T1,B00013,LOVE CORP CAR INC,trips,24-07-2015,275
T1,B00013,LOVE CORP CAR INC,trips,25-07-2015,76
T1,B00013,LOVE CORP CAR INC,trips,26-07-2015,124
T1,B00013,LOVE CORP CAR INC,trips,27-07-2015,338
T1,B00013,LOVE CORP CAR INC,trips,28-07-2015,442
T1,B00013,LOVE CORP CAR INC,trips,29-07-2015,433
T1,B00013,LOVE CORP CAR INC,trips,30-07-2015,456
T1,B00013,LOVE CORP CAR INC,trips,31-07-2015,245
T2,B00014,NY ONE CORP CAR INC,trips,01-01-2015,45
T2,B00014,NY ONE CORP CAR INC,trips,02-01-2015,110
T2,B00014,NY ONE CORP CAR INC,trips,03-01-2015,126
T2,B00014,NY ONE CORP CAR INC,trips,04-01-2015,108
T2,B00014,NY ONE CORP CAR INC,trips,05-01-2015,441
T2,B00014,NY ONE CORP CAR INC,trips,06-01-2015,593
T2,B00014,NY ONE CORP CAR INC,trips,07-01-2015,638
T2,B00014,NY ONE CORP CAR INC,trips,08-01-2015,686
T2,B00014,NY ONE CORP CAR INC,trips,09-01-2015,510
T2,B00014,NY ONE CORP CAR INC,trips,10-01-2015,226
T2,B00014,NY ONE CORP CAR INC,trips,11-01-2015,193
T2,B00014,NY ONE CORP CAR INC,trips,12-01-2015,591
T2,B00014,NY ONE CORP CAR INC,trips,13-01-2015,663
T2,B00014,NY ONE CORP CAR INC,trips,14-01-2015,719
T2,B00014,NY ONE CORP CAR INC,trips,15-01-2015,770
T2,B00014,NY ONE CORP CAR INC,trips,16-01-2015,493
T2,B00014,NY ONE CORP CAR INC,trips,17-01-2015,145
T2,B00014,NY ONE CORP CAR INC,trips,18-01-2015,167
T2,B00014,NY ONE CORP CAR INC,trips,19-01-2015,244
T2,B00014,NY ONE CORP CAR INC,trips,20-01-2015,601
T2,B00014,NY ONE CORP CAR INC,trips,21-01-2015,698
T2,B00014,NY ONE CORP CAR INC,trips,22-01-2015,766
T2,B00014,NY ONE CORP CAR INC,trips,23-01-2015,508
T2,B00014,NY ONE CORP CAR INC,trips,24-01-2015,157
T2,B00014,NY ONE CORP CAR INC,trips,25-01-2015,170
T2,B00014,NY ONE CORP CAR INC,trips,26-01-2015,223
T2,B00014,NY ONE CORP CAR INC,trips,27-01-2015,85
T2,B00014,NY ONE CORP CAR INC,trips,28-01-2015,574
T2,B00014,NY ONE CORP CAR INC,trips,29-01-2015,749
T2,B00014,NY ONE CORP CAR INC,trips,30-01-2015,503
T2,B00014,NY ONE CORP CAR INC,trips,31-01-2015,153
T2,B00014,NY ONE CORP CAR INC,trips,01-02-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,02-02-2015,529
T2,B00014,NY ONE CORP CAR INC,trips,03-02-2015,729
T2,B00014,NY ONE CORP CAR INC,trips,04-02-2015,810
T2,B00014,NY ONE CORP CAR INC,trips,05-02-2015,785
T2,B00014,NY ONE CORP CAR INC,trips,06-02-2015,724
T2,B00014,NY ONE CORP CAR INC,trips,07-02-2015,181
T2,B00014,NY ONE CORP CAR INC,trips,08-02-2015,211
T2,B00014,NY ONE CORP CAR INC,trips,09-02-2015,535
T2,B00014,NY ONE CORP CAR INC,trips,10-02-2015,668
T2,B00014,NY ONE CORP CAR INC,trips,11-02-2015,737
T2,B00014,NY ONE CORP CAR INC,trips,12-02-2015,765
T2,B00014,NY ONE CORP CAR INC,trips,13-02-2015,464
T2,B00014,NY ONE CORP CAR INC,trips,14-02-2015,130
T2,B00014,NY ONE CORP CAR INC,trips,15-02-2015,131
T2,B00014,NY ONE CORP CAR INC,trips,16-02-2015,243
T2,B00014,NY ONE CORP CAR INC,trips,17-02-2015,507
T2,B00014,NY ONE CORP CAR INC,trips,18-02-2015,692
T2,B00014,NY ONE CORP CAR INC,trips,19-02-2015,689
T2,B00014,NY ONE CORP CAR INC,trips,20-02-2015,502
T2,B00014,NY ONE CORP CAR INC,trips,21-02-2015,156
T2,B00014,NY ONE CORP CAR INC,trips,22-02-2015,187
T2,B00014,NY ONE CORP CAR INC,trips,23-02-2015,581
T2,B00014,NY ONE CORP CAR INC,trips,24-02-2015,707
T2,B00014,NY ONE CORP CAR INC,trips,25-02-2015,716
T2,B00014,NY ONE CORP CAR INC,trips,26-02-2015,750
T2,B00014,NY ONE CORP CAR INC,trips,27-02-2015,525
T2,B00014,NY ONE CORP CAR INC,trips,28-02-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,01-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,02-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,03-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,04-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,05-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,06-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,07-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,08-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,09-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,10-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,11-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,12-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,13-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,14-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,15-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,16-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,17-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,18-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,19-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,20-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,21-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,22-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,23-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,24-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,25-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,26-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,27-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,28-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,29-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,30-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,31-03-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,01-04-2015,628
T2,B00014,NY ONE CORP CAR INC,trips,02-04-2015,517
T2,B00014,NY ONE CORP CAR INC,trips,03-04-2015,211
T2,B00014,NY ONE CORP CAR INC,trips,04-04-2015,78
T2,B00014,NY ONE CORP CAR INC,trips,05-04-2015,99
T2,B00014,NY ONE CORP CAR INC,trips,06-04-2015,422
T2,B00014,NY ONE CORP CAR INC,trips,07-04-2015,578
T2,B00014,NY ONE CORP CAR INC,trips,08-04-2015,595
T2,B00014,NY ONE CORP CAR INC,trips,09-04-2015,619
T2,B00014,NY ONE CORP CAR INC,trips,10-04-2015,348
T2,B00014,NY ONE CORP CAR INC,trips,11-04-2015,105
T2,B00014,NY ONE CORP CAR INC,trips,12-04-2015,164
T2,B00014,NY ONE CORP CAR INC,trips,13-04-2015,542
T2,B00014,NY ONE CORP CAR INC,trips,14-04-2015,640
T2,B00014,NY ONE CORP CAR INC,trips,15-04-2015,630
T2,B00014,NY ONE CORP CAR INC,trips,16-04-2015,618
T2,B00014,NY ONE CORP CAR INC,trips,17-04-2015,370
T2,B00014,NY ONE CORP CAR INC,trips,18-04-2015,118
T2,B00014,NY ONE CORP CAR INC,trips,19-04-2015,149
T2,B00014,NY ONE CORP CAR INC,trips,20-04-2015,531
T2,B00014,NY ONE CORP CAR INC,trips,21-04-2015,575
T2,B00014,NY ONE CORP CAR INC,trips,22-04-2015,609
T2,B00014,NY ONE CORP CAR INC,trips,23-04-2015,630
T2,B00014,NY ONE CORP CAR INC,trips,24-04-2015,399
T2,B00014,NY ONE CORP CAR INC,trips,25-04-2015,116
T2,B00014,NY ONE CORP CAR INC,trips,26-04-2015,149
T2,B00014,NY ONE CORP CAR INC,trips,27-04-2015,481
T2,B00014,NY ONE CORP CAR INC,trips,28-04-2015,544
T2,B00014,NY ONE CORP CAR INC,trips,29-04-2015,620
T2,B00014,NY ONE CORP CAR INC,trips,30-04-2015,527
T2,B00014,NY ONE CORP CAR INC,trips,01-05-2015,370
T2,B00014,NY ONE CORP CAR INC,trips,02-05-2015,89
T2,B00014,NY ONE CORP CAR INC,trips,03-05-2015,135
T2,B00014,NY ONE CORP CAR INC,trips,04-05-2015,448
T2,B00014,NY ONE CORP CAR INC,trips,05-05-2015,517
T2,B00014,NY ONE CORP CAR INC,trips,06-05-2015,604
T2,B00014,NY ONE CORP CAR INC,trips,07-05-2015,571
T2,B00014,NY ONE CORP CAR INC,trips,08-05-2015,400
T2,B00014,NY ONE CORP CAR INC,trips,09-05-2015,120
T2,B00014,NY ONE CORP CAR INC,trips,10-05-2015,164
T2,B00014,NY ONE CORP CAR INC,trips,11-05-2015,541
T2,B00014,NY ONE CORP CAR INC,trips,12-05-2015,591
T2,B00014,NY ONE CORP CAR INC,trips,13-05-2015,571
T2,B00014,NY ONE CORP CAR INC,trips,14-05-2015,624
T2,B00014,NY ONE CORP CAR INC,trips,15-05-2015,437
T2,B00014,NY ONE CORP CAR INC,trips,16-05-2015,126
T2,B00014,NY ONE CORP CAR INC,trips,17-05-2015,165
T2,B00014,NY ONE CORP CAR INC,trips,18-05-2015,491
T2,B00014,NY ONE CORP CAR INC,trips,19-05-2015,554
T2,B00014,NY ONE CORP CAR INC,trips,20-05-2015,627
T2,B00014,NY ONE CORP CAR INC,trips,21-05-2015,558
T2,B00014,NY ONE CORP CAR INC,trips,22-05-2015,256
T2,B00014,NY ONE CORP CAR INC,trips,23-05-2015,69
T2,B00014,NY ONE CORP CAR INC,trips,24-05-2015,60
T2,B00014,NY ONE CORP CAR INC,trips,25-05-2015,66
T2,B00014,NY ONE CORP CAR INC,trips,26-05-2015,402
T2,B00014,NY ONE CORP CAR INC,trips,27-05-2015,537
T2,B00014,NY ONE CORP CAR INC,trips,28-05-2015,554
T2,B00014,NY ONE CORP CAR INC,trips,29-05-2015,289
T2,B00014,NY ONE CORP CAR INC,trips,30-05-2015,82
T2,B00014,NY ONE CORP CAR INC,trips,31-05-2015,130
T2,B00014,NY ONE CORP CAR INC,trips,01-06-2015,614
T2,B00014,NY ONE CORP CAR INC,trips,02-06-2015,672
T2,B00014,NY ONE CORP CAR INC,trips,03-06-2015,663
T2,B00014,NY ONE CORP CAR INC,trips,04-06-2015,600
T2,B00014,NY ONE CORP CAR INC,trips,05-06-2015,365
T2,B00014,NY ONE CORP CAR INC,trips,06-06-2015,106
T2,B00014,NY ONE CORP CAR INC,trips,07-06-2015,180
T2,B00014,NY ONE CORP CAR INC,trips,08-06-2015,569
T2,B00014,NY ONE CORP CAR INC,trips,09-06-2015,637
T2,B00014,NY ONE CORP CAR INC,trips,10-06-2015,674
T2,B00014,NY ONE CORP CAR INC,trips,11-06-2015,627
T2,B00014,NY ONE CORP CAR INC,trips,12-06-2015,381
T2,B00014,NY ONE CORP CAR INC,trips,13-06-2015,151
T2,B00014,NY ONE CORP CAR INC,trips,14-06-2015,188
T2,B00014,NY ONE CORP CAR INC,trips,15-06-2015,612
T2,B00014,NY ONE CORP CAR INC,trips,16-06-2015,632
T2,B00014,NY ONE CORP CAR INC,trips,17-06-2015,693
T2,B00014,NY ONE CORP CAR INC,trips,18-06-2015,687
T2,B00014,NY ONE CORP CAR INC,trips,19-06-2015,348
T2,B00014,NY ONE CORP CAR INC,trips,20-06-2015,99
T2,B00014,NY ONE CORP CAR INC,trips,21-06-2015,165
T2,B00014,NY ONE CORP CAR INC,trips,22-06-2015,546
T2,B00014,NY ONE CORP CAR INC,trips,23-06-2015,631
T2,B00014,NY ONE CORP CAR INC,trips,24-06-2015,578
T2,B00014,NY ONE CORP CAR INC,trips,25-06-2015,538
T2,B00014,NY ONE CORP CAR INC,trips,26-06-2015,296
T2,B00014,NY ONE CORP CAR INC,trips,27-06-2015,82
T2,B00014,NY ONE CORP CAR INC,trips,28-06-2015,115
T2,B00014,NY ONE CORP CAR INC,trips,29-06-2015,368
T2,B00014,NY ONE CORP CAR INC,trips,30-06-2015,381
T2,B00014,NY ONE CORP CAR INC,trips,01-07-2015,602
T2,B00014,NY ONE CORP CAR INC,trips,02-07-2015,321
T2,B00014,NY ONE CORP CAR INC,trips,03-07-2015,97
T2,B00014,NY ONE CORP CAR INC,trips,04-07-2015,55
T2,B00014,NY ONE CORP CAR INC,trips,05-07-2015,105
T2,B00014,NY ONE CORP CAR INC,trips,06-07-2015,444
T2,B00014,NY ONE CORP CAR INC,trips,07-07-2015,623
T2,B00014,NY ONE CORP CAR INC,trips,08-07-2015,672
T2,B00014,NY ONE CORP CAR INC,trips,09-07-2015,644
T2,B00014,NY ONE CORP CAR INC,trips,10-07-2015,361
T2,B00014,NY ONE CORP CAR INC,trips,11-07-2015,94
T2,B00014,NY ONE CORP CAR INC,trips,12-07-2015,158
T2,B00014,NY ONE CORP CAR INC,trips,13-07-2015,543
T2,B00014,NY ONE CORP CAR INC,trips,14-07-2015,689
T2,B00014,NY ONE CORP CAR INC,trips,15-07-2015,717
T2,B00014,NY ONE CORP CAR INC,trips,16-07-2015,701
T2,B00014,NY ONE CORP CAR INC,trips,17-07-2015,355
T2,B00014,NY ONE CORP CAR INC,trips,18-07-2015,134
T2,B00014,NY ONE CORP CAR INC,trips,19-07-2015,177
T2,B00014,NY ONE CORP CAR INC,trips,20-07-2015,571
T2,B00014,NY ONE CORP CAR INC,trips,21-07-2015,619
T2,B00014,NY ONE CORP CAR INC,trips,22-07-2015,721
T2,B00014,NY ONE CORP CAR INC,trips,23-07-2015,627
T2,B00014,NY ONE CORP CAR INC,trips,24-07-2015,315
T2,B00014,NY ONE CORP CAR INC,trips,25-07-2015,113
T2,B00014,NY ONE CORP CAR INC,trips,26-07-2015,136
T2,B00014,NY ONE CORP CAR INC,trips,27-07-2015,473
T2,B00014,NY ONE CORP CAR INC,trips,28-07-2015,545
T2,B00014,NY ONE CORP CAR INC,trips,29-07-2015,594
T2,B00014,NY ONE CORP CAR INC,trips,30-07-2015,625
T2,B00014,NY ONE CORP CAR INC,trips,31-07-2015,321
T3,B00029,COMMUNITY CAR SVC CORP,trips,01-01-2015,731
T3,B00029,COMMUNITY CAR SVC CORP,trips,02-01-2015,731
T3,B00029,COMMUNITY CAR SVC CORP,trips,03-01-2015,731
T3,B00029,COMMUNITY CAR SVC CORP,trips,04-01-2015,731
